,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,State,Mean
1,2002.0,4.3,4.4,4.4,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,New Hampshire,4.47
2,2003.0,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.2,4.2,New Hampshire,4.33
3,2004.0,4.1,4.1,4.0,3.9,3.8,3.7,3.7,3.6,3.6,3.6,3.6,3.6,New Hampshire,3.78
4,2005.0,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.4,New Hampshire,3.58
5,2006.0,3.4,3.3,3.3,3.3,3.3,3.4,3.4,3.5,3.6,3.6,3.6,3.6,New Hampshire,3.44
6,2007.0,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,New Hampshire,3.52
7,2008.0,3.5,3.6,3.6,3.6,3.6,3.7,3.7,3.8,3.9,4.2,4.4,4.8,New Hampshire,3.87
8,2009.0,5.2,5.7,6.0,6.3,6.5,6.5,6.5,6.5,6.4,6.4,6.4,6.3,New Hampshire,6.22
9,2010.0,6.3,6.2,6.1,6.0,5.8,5.8,5.7,5.7,5.7,5.6,5.6,5.5,New Hampshire,5.83
10,2011.0,5.4,5.3,5.3,5.3,5.3,5.4,5.5,5.5,5.5,5.5,5.5,5.4,New Hampshire,5.41
11,2012.0,5.4,5.4,5.4,5.4,5.5,5.5,5.5,5.6,5.6,5.5,5.5,5.5,New Hampshire,5.48
12,2013.0,5.5,5.4,5.3,5.2,5.1,5.1,5.0,5.0,4.9,4.9,4.8,4.8,New Hampshire,5.08
13,2014.0,4.7,4.6,4.6,4.5,4.4,4.3,4.2,4.1,4.1,4.0,3.9,3.9,New Hampshire,4.27
14,2015.0,3.8,3.7,3.7,3.6,3.5,3.4,3.3,3.2,3.2,3.1,3.0,2.9,New Hampshire,3.37
15,2016.0,2.9,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.8,New Hampshire,2.86
16,2017.0,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,New Hampshire,2.68
17,2018.0,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,New Hampshire,2.67
0,2001.0,3.9,4.0,4.2,4.3,4.4,4.4,4.5,4.6,4.7,4.9,5.1,5.3,Wisconsin,4.53
1,2002.0,5.4,5.4,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.4,5.4,5.5,Wisconsin,5.38
2,2003.0,5.6,5.7,5.8,5.8,5.8,5.9,5.8,5.8,5.7,5.6,5.5,5.4,Wisconsin,5.7
3,2004.0,5.3,5.3,5.2,5.1,5.1,5.0,5.0,4.9,4.9,4.9,4.8,4.8,Wisconsin,5.02
4,2005.0,4.7,4.7,4.7,4.7,4.6,4.6,4.7,4.7,4.8,4.8,4.8,4.8,Wisconsin,4.72
5,2006.0,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.8,4.8,4.8,4.8,4.8,Wisconsin,4.74
6,2007.0,4.8,4.8,4.9,4.9,4.9,4.9,5.0,5.0,5.0,5.0,4.8,4.7,Wisconsin,4.89
7,2008.0,4.5,4.4,4.3,4.3,4.4,4.5,4.7,4.9,5.2,5.5,5.9,6.5,Wisconsin,4.92
8,2009.0,7.0,7.6,8.1,8.4,8.7,8.8,8.9,8.9,9.0,9.1,9.2,9.2,Wisconsin,8.57
9,2010.0,9.3,9.2,9.1,8.9,8.7,8.6,8.5,8.4,8.4,8.3,8.2,8.1,Wisconsin,8.64
10,2011.0,8.0,8.0,7.9,7.9,7.9,7.9,7.8,7.8,7.7,7.5,7.4,7.3,Wisconsin,7.76
11,2012.0,7.2,7.1,7.1,7.1,7.1,7.1,7.1,7.0,6.9,6.9,6.9,6.9,Wisconsin,7.03
12,2013.0,7.0,7.0,7.0,6.9,6.8,6.8,6.7,6.6,6.6,6.5,6.3,6.2,Wisconsin,6.7
13,2014.0,6.1,5.9,5.8,5.7,5.6,5.5,5.3,5.2,5.1,5.0,4.9,4.9,Wisconsin,5.42
14,2015.0,4.8,4.7,4.7,4.7,4.6,4.5,4.5,4.4,4.4,4.4,4.3,4.3,Wisconsin,4.52
15,2016.0,4.2,4.1,4.1,4.1,4.1,4.1,4.0,4.0,4.0,3.9,3.8,3.7,Wisconsin,4.01
16,2017.0,3.5,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,Wisconsin,3.3
17,2018.0,3.1,2.9,2.9,2.8,2.8,2.9,2.9,3.0,3.0,3.0,3.0,3.0,Wisconsin,2.94
0,2001.0,2.6,2.8,2.9,3.1,3.1,3.2,3.2,3.3,3.3,3.3,3.3,3.3,Connecticut,3.12
1,2002.0,3.4,3.5,3.7,3.8,4.0,4.2,4.4,4.6,4.8,5.0,5.1,5.2,Connecticut,4.31
2,2003.0,5.3,5.4,5.4,5.4,5.5,5.5,5.5,5.5,5.4,5.4,5.3,5.3,Connecticut,5.41
3,2004.0,5.2,5.2,5.1,5.1,5.0,5.0,4.9,4.8,4.8,4.8,4.8,4.8,Connecticut,4.96
4,2005.0,4.9,4.9,5.0,5.0,5.0,5.0,4.9,4.9,4.8,4.8,4.7,4.6,Connecticut,4.88
5,2006.0,4.5,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,Connecticut,4.33
6,2007.0,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.5,4.6,4.7,4.8,4.9,Connecticut,4.48
7,2008.0,4.9,5.0,5.1,5.2,5.3,5.5,5.7,5.9,6.1,6.3,6.4,6.6,Connecticut,5.67
8,2009.0,6.9,7.1,7.3,7.5,7.7,7.9,8.1,8.2,8.4,8.5,8.7,8.8,Connecticut,7.93
9,2010.0,9.0,9.0,9.1,9.1,9.1,9.1,9.1,9.1,9.2,9.2,9.3,9.3,Connecticut,9.13
10,2011.0,9.2,9.2,9.2,9.1,9.0,8.9,8.8,8.7,8.6,8.5,8.4,8.3,Connecticut,8.82
11,2012.0,8.2,8.2,8.3,8.3,8.4,8.5,8.5,8.5,8.4,8.4,8.3,8.2,Connecticut,8.35
12,2013.0,8.2,8.1,8.1,8.0,7.9,7.9,7.8,7.8,7.7,7.5,7.4,7.3,Connecticut,7.81
13,2014.0,7.2,7.0,6.9,6.8,6.7,6.6,6.5,6.5,6.4,6.3,6.3,6.2,Connecticut,6.62
14,2015.0,6.1,6.0,5.9,5.8,5.7,5.7,5.6,5.6,5.6,5.6,5.6,5.6,Connecticut,5.73
15,2016.0,5.5,5.5,5.4,5.3,5.3,5.2,5.1,5.0,5.0,4.9,4.9,4.9,Connecticut,5.17
16,2017.0,4.9,4.9,4.9,4.8,4.7,4.7,4.6,4.5,4.5,4.5,4.5,4.5,Connecticut,4.67
17,2018.0,4.5,4.6,4.5,4.5,4.5,4.4,4.4,4.3,4.2,4.2,4.2,4.2,Connecticut,4.38
0,2001.0,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,3.0,3.1,3.2,3.3,North Dakota,2.93
1,2002.0,3.5,3.6,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,North Dakota,3.74
2,2003.0,3.8,3.9,3.8,3.8,3.8,3.8,3.7,3.7,3.6,3.6,3.6,3.5,North Dakota,3.72
3,2004.0,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,North Dakota,3.41
4,2005.0,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,North Dakota,3.37
5,2006.0,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.2,North Dakota,3.21
6,2007.0,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,North Dakota,3.1
7,2008.0,3.0,3.0,2.9,3.0,3.0,3.1,3.2,3.2,3.3,3.4,3.5,3.7,North Dakota,3.19
8,2009.0,3.9,4.1,4.2,4.3,4.3,4.2,4.1,4.1,4.0,4.0,4.0,4.0,North Dakota,4.1
9,2010.0,4.0,4.0,3.9,3.9,3.8,3.8,3.7,3.7,3.7,3.7,3.6,3.6,North Dakota,3.78
10,2011.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.3,North Dakota,3.47
11,2012.0,3.2,3.1,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,North Dakota,3.07
